sample,fair bound,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,train acc,sp train pred,test acc,sp test pred
2,0.1,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.1,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.1,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.11,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.11,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.11,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.12,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.12,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.12,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.13,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.13,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.13,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.14,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.14,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.14,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.15,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.15,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.15,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.16,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.16,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.16,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.17,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.17,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.17,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.18,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.18,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.18,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.19,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.19,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.19,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.2,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.2,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.2,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.21,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.21,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.21,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.22,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.22,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.22,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.23,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.23,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.23,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
