approach,data,sample,fair type,fair bound,nrow,calibration_mode,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred
FlowOCT,compas_train_calibration_1.csv,1,SP,0.51,3086,1,2,0,10800,2,2062,0.668178872,0,2762,2039.449881,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.52,3086,1,2,0,10800,2,2062,0.668178872,0,3128,2351.404141,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.53,3086,1,2,0,10800,2,2062,0.668178872,0,2685,1206.242354,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.54,3086,1,2,0,10800,2,2062,0.668178872,0,2835,2006.0417,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.55,3086,1,2,0,10800,2,2062,0.668178872,0,3427,2296.988093,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.5,3086,1,2,0,10800,2,2062,0.668178872,0,2776,1086.054527,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,None,1,3086,1,3,0,10800,9,2097,0.679520415,33.81020505,66160,10800.73917,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.01,3086,1,3,0,10800,9,1848,0.598833441,61.95887446,167,10800.743,0.588197147,0.585492228,0.098347426,0.00898267,0.095327996,0.060508498,0.097800391,0.027190513
FlowOCT,compas_train_calibration_1.csv,1,SP,0.02,3086,1,3,0,10800,9,1874,0.607258587,60.24546425,239,10800.5163,0.601167315,0.596502591,0.098347426,0.019331536,0.095327996,0.021559208,0.097800391,0.00769835
FlowOCT,compas_train_calibration_1.csv,1,SP,0.03,3086,1,3,0,10800,9,1902,0.616331821,58.46477392,165,10801.39525,0.602464332,0.60492228,0.098347426,0.025604257,0.095327996,0.061564827,0.097800391,0.041975226
FlowOCT,compas_train_calibration_1.csv,1,SP,0.04,3086,1,3,0,10800,9,1914,0.62022035,57.99373041,769,10800.66538,0.615434501,0.601036269,0.098347426,0.03961408,0.095327996,0.038831297,0.097800391,0.028675701
FlowOCT,compas_train_calibration_1.csv,1,SP,0.05,3086,1,3,0,10800,9,1892,0.61309138,60.41226216,173,10801.55431,0.608949416,0.598445596,0.098347426,0.04258399,0.095327996,0.047371822,0.097800391,0.022085645
FlowOCT,compas_train_calibration_1.csv,1,SP,0.06,3086,1,3,0,10800,9,1944,0.629941672,56.63580247,420,10800.23287,0.627107652,0.618523316,0.098347426,0.056969728,0.095327996,0.092232055,0.097800391,0.082980228
FlowOCT,compas_train_calibration_1.csv,1,SP,0.07,3086,1,3,0,10800,9,1937,0.627673364,57.76974703,167,10800.54342,0.624513619,0.630181347,0.098347426,0.067888544,0.095327996,0.078499789,0.097800391,0.085260253
FlowOCT,compas_train_calibration_1.csv,1,SP,0.08,3086,1,3,0,10800,9,1969,0.638042774,55.71356018,231,10802.01279,0.631647211,0.632772021,0.098347426,0.077749283,0.095327996,0.084596151,0.097800391,0.074404945
FlowOCT,compas_train_calibration_1.csv,1,SP,0.09,3086,1,3,0,10800,9,1989,0.644523655,54.65057818,203,10801.37326,0.649156939,0.647020725,0.098347426,0.088278625,0.095327996,0.094097486,0.097800391,0.10587377
FlowOCT,compas_train_calibration_1.csv,1,SP,0.11,3086,1,3,0,10800,9,2003,0.649060272,53.86919621,2053,10801.69933,0.654345006,0.639248705,0.098347426,0.098047723,0.095327996,0.121303554,0.097800391,0.102560084
FlowOCT,compas_train_calibration_1.csv,1,SP,0.12,3086,1,3,0,10800,9,2034,0.659105638,51.62241888,3710,10800.34065,0.659533074,0.649611399,0.098347426,0.119806339,0.095327996,0.116696165,0.097800391,0.110012146
FlowOCT,compas_train_calibration_1.csv,1,SP,0.13,3086,1,3,0,10800,9,2062,0.668178872,49.61202716,948,10801.61571,0.664721141,0.669689119,0.098347426,0.127376992,0.095327996,0.156757972,0.097800391,0.155483908
FlowOCT,compas_train_calibration_1.csv,1,SP,0.14,3086,1,3,0,10800,9,2052,0.664938432,50.3411306,4400,10801.00644,0.670557717,0.672279793,0.098347426,0.139399706,0.095327996,0.152459615,0.097800391,0.135094289
FlowOCT,compas_train_calibration_1.csv,1,SP,0.15,3086,1,3,0,10800,9,2081,0.67433571,48.24603556,4634,10800.38821,0.671206226,0.681994819,0.098347426,0.143467904,0.095327996,0.156757972,0.097800391,0.158709901
FlowOCT,compas_train_calibration_1.csv,1,SP,0.16,3086,1,3,0,10800,9,2077,0.673039533,48.53153587,2475,10801.21728,0.666666667,0.670336788,0.098347426,0.156387388,0.095327996,0.154684647,0.097800391,0.15753817
FlowOCT,compas_train_calibration_1.csv,1,SP,0.17,3086,1,3,0,10800,9,2091,0.67757615,47.53706361,948,10800.84119,0.679636835,0.676813472,0.098347426,0.166258413,0.095327996,0.164450063,0.097800391,0.160504815
FlowOCT,compas_train_calibration_1.csv,1,SP,0.18,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,2518,10801.85521,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.19,3086,1,3,0,10800,9,2093,0.678224238,47.39608218,259,10802.028,0.678339818,0.681994819,0.098347426,0.172953803,0.095327996,0.169102402,0.097800391,0.177632991
FlowOCT,compas_train_calibration_1.csv,1,SP,0.1,3086,1,3,0,10800,9,2004,0.649384316,53.94211577,643,10800.59057,0.64461738,0.647668394,0.098347426,0.090128741,0.095327996,0.099879197,0.097800391,0.107271265
FlowOCT,compas_train_calibration_1.csv,1,SP,0.21,3086,1,3,0,10800,9,2080,0.674011666,48.26923077,170,10802.25729,0.678988327,0.676165803,0.098347426,0.177039768,0.095327996,0.179929765,0.097800391,0.170992557
FlowOCT,compas_train_calibration_1.csv,1,SP,0.22,3086,1,3,0,10800,9,2091,0.67757615,47.44141559,1777,10800.80803,0.680933852,0.687823834,0.098347426,0.18982787,0.095327996,0.188464672,0.097800391,0.20958133
FlowOCT,compas_train_calibration_1.csv,1,SP,0.23,3086,1,3,0,10800,9,2080,0.674011666,48.31730769,343,10802.10456,0.683527886,0.680051813,0.098347426,0.188856757,0.095327996,0.180778199,0.097800391,0.198005818
FlowOCT,compas_train_calibration_1.csv,1,SP,0.24,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,1295,10800.31418,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.25,3086,1,3,0,10800,9,2071,0.671095269,48.86528247,1771,10800.28141,0.682230869,0.674870466,0.098347426,0.157332785,0.095327996,0.154785785,0.097800391,0.1611933
