dataset,epsilon,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,acc_tr_post,disc_tr_post,acc_te_post,disc_te_post
5,0.7,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.7,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.7,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.75,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.75,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.75,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.8,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.8,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.8,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.85,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.85,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.85,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.9,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.9,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.9,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,75,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,75,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,75,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
