sample,fair bound,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,train acc,sp train pred,test acc,sp test pred
4,0.25,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.25,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.25,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.3,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.3,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.3,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.35,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.35,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.35,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.4,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.4,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.4,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.45,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.45,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.45,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.5,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.5,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.5,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.55,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.55,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.55,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.6,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.6,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.6,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.65,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.65,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.65,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.7,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.7,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.7,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.75,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.75,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.75,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.8,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.8,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.8,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.85,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.85,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.85,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.9,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.9,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.9,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
5,0.01,1,66.667,0.16544,62.651,0.2256,60.21,0,63.454,0.087129
5,0.01,2,67.718,0.18214,62.651,0.24936,62.012,0,63.855,0.12276
5,0.01,3,70.27,0.26615,67.068,0.19058,64.865,0,63.052,0.12276
5,0.05,1,66.667,0.16544,62.651,0.2256,60.21,0,63.454,0.087129
5,0.05,2,67.718,0.18214,62.651,0.24936,62.012,0,63.855,0.12276
5,0.05,3,70.27,0.26615,67.068,0.19058,64.865,0,63.052,0.12276
5,0.1,1,66.667,0.16544,62.651,0.2256,60.21,0,63.454,0.087129
5,0.1,2,67.718,0.18214,62.651,0.24936,62.012,0,63.855,0.12276
5,0.1,3,70.27,0.26615,67.068,0.19058,64.865,0,63.052,0.12276
5,0.15,1,66.667,0.16544,62.651,0.2256,60.21,0,63.454,0.087129
5,0.15,2,67.718,0.18214,62.651,0.24936,62.012,0,63.855,0.12276
5,0.15,3,70.27,0.26615,67.068,0.19058,69.219,0.12696,61.847,0.24241
5,0.2,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.2,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.2,3,70.27,0.26615,67.068,0.19058,69.219,0.12696,61.847,0.24241
5,0.25,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.25,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.25,3,70.27,0.26615,67.068,0.19058,70.12,0.23804,67.068,0.18362
5,0.3,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.3,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.3,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.35,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.35,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.35,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.4,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.4,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.4,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.45,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.45,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.45,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.5,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.5,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.5,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
